img_id,GT,date_taken,date_granularity,url,username,title,license,license_url,year
6563352413,1940,01-01-1940 00:00,8,https://farm8.staticflickr.com/7012/6563352413_812845b7e8.jpg,Primespot Photography,T. Hauwert & C. Dekker 1940,All Rights Reserved,,1940
2859835729,1953,06-11-1953 12:29,0,https://farm4.staticflickr.com/3038/2859835729_b2c293f6f9.jpg,Seattle Municipal Archives,"City bus, 1953",Attribution License,https://creativecommons.org/licenses/by/2.0/,1953
16656252408,1943,01-01-1943 00:00,6,https://farm9.staticflickr.com/8684/16656252408_1e74384e65.jpg,Marine Corps Archives & Special Collections,"Downtown Londonderry, 1943",Attribution License,https://creativecommons.org/licenses/by/2.0/,1943
22249789141,1993,08-12-1993 10:46,0,https://farm1.staticflickr.com/570/22249789141_20d860ca7a.jpg,!pete,17052012104656_002.jpg,All Rights Reserved,,1993
8376249124,1993,01-05-1993 00:00,4,https://farm9.staticflickr.com/8222/8376249124_c2e2b18eb5.jpg,philipgmayer,"49 The Elms, Dingle, Liverpool 8.  May 1993.",All Rights Reserved,,1993
7142736113,1982,01-06-1982 00:00,4,https://farm8.staticflickr.com/7224/7142736113_444fbd3748.jpg,Cynthia of Harborough,Italy June 12th.-26th. 1982,All Rights Reserved,,1982
5224024545,1961,01-01-1961 00:00,8,https://farm6.staticflickr.com/5241/5224024545_4138fff9fc.jpg,GlynnsPhotography.com,img 1250,All Rights Reserved,,1961
7762105200,1976,01-02-1976 00:00,4,https://farm9.staticflickr.com/8425/7762105200_a806b61814.jpg,CPShips,Baltimore & Ohio 6493,All Rights Reserved,,1976
7664622312,1986,01-05-1986 00:00,4,https://farm9.staticflickr.com/8282/7664622312_485b9a8acb.jpg,Dick Leonhardt,"19860500S-a29  ex-Leonhardt Co Chevy  Acton, MA  May 1986",All Rights Reserved,,1986
5440190456,1931,01-03-1931 00:00,4,https://farm6.staticflickr.com/5011/5440190456_e95e4779ae.jpg,Brad Smith,"Loew's Triburo Theatre, Astoria, NY -- 1931",All Rights Reserved,,1931
181224582,1955,01-01-1955 00:00,8,https://farm1.staticflickr.com/58/181224582_684b8497e2.jpg,"ndpa / s. lundeen, archivist",14 bud man,All Rights Reserved,,1955
14153164260,1976,01-02-1976 00:00,4,https://farm3.staticflickr.com/2931/14153164260_34e6e621f0.jpg,CPShips,B&O 471879,All Rights Reserved,,1976
37485877,1999,01-08-1999 00:00,4,https://farm1.staticflickr.com/26/37485877_bb335ffb75.jpg,emptysands,4767_26,All Rights Reserved,,1999
15061435736,1934,01-01-1934 00:00,6,https://farm4.staticflickr.com/3854/15061435736_6046fb30aa.jpg,TrueVintage,Potthoff & Scholl,All Rights Reserved,,1934
17053560598,1934,01-07-1934 00:00,4,https://farm8.staticflickr.com/7711/17053560598_366ab386c6.jpg,CHAIN12,Two Rooftop Ladies,All Rights Reserved,,1934
3404170937,1938,01-01-1938 00:00,0,https://farm4.staticflickr.com/3431/3404170937_237b1e68d9.jpg,Altair202,"Tung Chi College, Hong Kong 1938",All Rights Reserved,,1938
1894150092,1996,01-12-1996 00:00,4,https://farm3.staticflickr.com/2242/1894150092_c68a04952a.jpg,Alan Light,"Rick, Steve and Eric",Attribution License,https://creativecommons.org/licenses/by/2.0/,1996
26313195442,1994,03-10-1994 04:55,0,https://farm2.staticflickr.com/1696/26313195442_8d8216c52c.jpg,bobbyblack51,DUBLIN BUS/BUS ATHA CLIATH DF824 824NIK,All Rights Reserved,,1994
10092902285,1990,01-07-1990 00:00,4,https://farm4.staticflickr.com/3677/10092902285_28b2852448.jpg,MILW157,Soo hack,All Rights Reserved,,1990
358301221,1970,01-04-1970 00:00,4,https://farm1.staticflickr.com/151/358301221_d517fe1a64.jpg,normko,The Clyde Valley - 1970 04 NI 003a,All Rights Reserved,,1970
10059275396,1963,01-10-1963 00:00,4,https://farm4.staticflickr.com/3683/10059275396_805c7ddc86.jpg,SijaGijs50jaar,Trouwen 085,All Rights Reserved,,1963
15469413480,1990,02-11-1990 00:00,0,https://farm4.staticflickr.com/3938/15469413480_4d416f1526.jpg,railphotoart,Springer-PA-BR-SOAM-ME-ARG2-09-28,All Rights Reserved,,1990
3108800108,1990,01-09-1990 00:00,4,https://farm4.staticflickr.com/3026/3108800108_f3b20356d9.jpg,the-tml,1990-79,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,1990
345733037,1960,01-06-1960 00:00,4,https://farm1.staticflickr.com/160/345733037_6ac08c1fe9.jpg,"ndpa / s. lundeen, archivist",060760 08 00H,All Rights Reserved,,1960
581408785,1965,01-06-1965 00:00,4,https://farm2.staticflickr.com/1331/581408785_d26157cbd2.jpg,salgo1960,Magnus och Mona 1965 i Italien med sjömanskostym och grön klänning',All Rights Reserved,,1965
15140831792,1949,01-01-1949 00:00,6,https://farm6.staticflickr.com/5579/15140831792_f2513c823a.jpg,Johns Hopkins Medical Archives,"[Robert Stringer Wilson, head-and-shoulders portrait]",All Rights Reserved,,1949
3031863979,1969,01-06-1969 00:00,4,https://farm4.staticflickr.com/3280/3031863979_e82c0588eb.jpg,bsnenninger,"1969-06 Pitcher plants, Darlingtonia State Natural Site, Florence, OR 028",All Rights Reserved,,1969
3207937813,1950,01-07-1950 00:00,4,https://farm4.staticflickr.com/3516/3207937813_1ba97deb7e.jpg,ronramstew,Agadir Pre-Earthquake Postcard - 'La Réserve' Beach Restaurant (1),All Rights Reserved,,1950
8689622509,1933,01-01-1933 00:00,6,https://farm8.staticflickr.com/7054/8689622509_77d6d71c42.jpg,real00,"Harry Real (right) in Rome, San Paolo Fuori Le Mura, September 1933",All Rights Reserved,,1933
5332832343,1981,01-07-1981 00:00,4,https://farm6.staticflickr.com/5002/5332832343_cbf31762a0.jpg,adb402004,1981-03,All Rights Reserved,,1981
2451694847,1962,01-07-1962 00:00,4,https://farm3.staticflickr.com/2014/2451694847_aa30ccb1e8.jpg,Bernt Nielsen,Istanbul Ristede majs,All Rights Reserved,,1962
6810338078,1959,01-05-1959 00:00,4,https://farm8.staticflickr.com/7056/6810338078_bdcbf4e6e7.jpg,"ndpa / s. lundeen, archivist",059859 07,All Rights Reserved,,1959
16388445508,1987,10-12-1987 14:30,0,https://farm8.staticflickr.com/7334/16388445508_fc85405ab2.jpg,Edsel L,"Mazatlán, 1987",Attribution-ShareAlike License,https://creativecommons.org/licenses/by-sa/2.0/,1987
5721743724,1985,06-07-1985 12:00,0,https://farm3.staticflickr.com/2782/5721743724_93ff4f42a8.jpg,Guy Arab UF,Sutherlands VRG142L Inverness,All Rights Reserved,,1985
4632929497,1995,01-09-1995 00:00,4,https://farm5.staticflickr.com/4070/4632929497_233f6a301a.jpg,scotrailm 63A,RAF Leuchars Air Show 1995,All Rights Reserved,,1995
5179320836,1934,09-10-1934 09:45,0,https://farm2.staticflickr.com/1315/5179320836_e650381449.jpg,UW Digital Collections,Firewood Yard,No known copyright restrictions,https://www.flickr.com/commons/usage/,1934
5756655430,1962,01-01-1962 00:00,6,https://farm4.staticflickr.com/3429/5756655430_0d26f2f3d0.jpg,lairdascott,Scenic Mountain - Bavaria 1962,All Rights Reserved,,1962
8256534443,1972,01-06-1972 00:00,4,https://farm9.staticflickr.com/8059/8256534443_4b1659a186.jpg,Robert Barone,"World Trade Center, under construction, 1972",All Rights Reserved,,1972
16662009116,1957,04-10-1957 00:00,0,https://farm9.staticflickr.com/8604/16662009116_2cbb9b8b5f.jpg,I Digress Butt....,Canadian Forces Avro Arrow,All Rights Reserved,,1957
8264866149,1977,01-02-1977 00:00,4,https://farm9.staticflickr.com/8207/8264866149_a6cc349640.jpg,takoyaki 77,British Airways Vickers Viscount 806 G-AOYP Inverness Airport.,All Rights Reserved,,1977
12486961185,1991,03-11-1991 13:15,0,https://farm4.staticflickr.com/3813/12486961185_316abbc9fc.jpg,JB by the Sea,Down by the Black Sea,All Rights Reserved,,1991
24107703952,1952,01-01-1952 00:00,8,https://farm2.staticflickr.com/1550/24107703952_e900d2e490.jpg,kwizards22,1952,All Rights Reserved,,1952
4410803794,1935,01-01-1935 00:00,8,https://farm5.staticflickr.com/4028/4410803794_f4f0fb6c1a.jpg,mario_ghezzi,Moena 1935 da GUIDA PRATICA Touring Club Italiano,All Rights Reserved,,1935
16222889354,1930,01-01-1930 00:00,8,https://farm9.staticflickr.com/8635/16222889354_779f5566e2.jpg,Kai Ingman,The day after a concert in Hämeenlinna ca. 1930,All Rights Reserved,,1930
2888573856,1942,01-09-1942 00:00,4,https://farm4.staticflickr.com/3271/2888573856_4322a48262.jpg,Mike and Sarah Hays,Tommy & Helen,All Rights Reserved,,1942
4158878172,1951,12-12-1951 22:14,0,https://farm3.staticflickr.com/2758/4158878172_622e1a5753.jpg,IISG,12-12-1951_10098 Jan Sluijters,All Rights Reserved,,1951
23280014902,1956,01-01-1956 00:00,8,https://farm6.staticflickr.com/5642/23280014902_f7ce3eb31e.jpg,iorio luigi,1-img149-001,All Rights Reserved,,1956
28275206322,1939,07-12-1939 10:16,0,https://farm9.staticflickr.com/8675/28275206322_f40768b895.jpg,Queensland State Archives,"Panorama of the Story Bridge during construction, Brisbane, 7 December 1939",All Rights Reserved,,1939
9261753581,1965,01-02-1965 00:00,4,https://farm8.staticflickr.com/7368/9261753581_7f720ac546.jpg,"ndpa / s. lundeen, archivist",010567 12,All Rights Reserved,,1965
9764851956,1961,01-01-1961 00:00,8,https://farm4.staticflickr.com/3702/9764851956_3f231cd5bc.jpg,Dana Tallon,1961 Tommie and Wanda's Pontac Tempest Our first new car.,All Rights Reserved,,1961
2489602989,1994,01-03-1994 00:00,4,https://farm4.staticflickr.com/3254/2489602989_b7ccd5bc29.jpg,iantherev,"Anslow, Garndiffaith D520 WNV",All Rights Reserved,,1994
8521701897,1972,10-09-1972 15:25,0,https://farm9.staticflickr.com/8097/8521701897_eb7931d177.jpg,Arthur Chapman,Usnea sp. (Foliose Lichen),Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,1972
4137264330,1970,01-09-1970 00:00,4,https://farm3.staticflickr.com/2784/4137264330_371b090a65.jpg,SteveOwen52,Caspar,All Rights Reserved,,1970
9506906042,1984,03-03-1984 12:00,0,https://farm4.staticflickr.com/3716/9506906042_2e8d71026a.jpg,(c)avddrift,1984-03 MOSKOU 134 Kremlin,All Rights Reserved,,1984
6308082523,1980,01-07-1980 00:00,4,https://farm7.staticflickr.com/6097/6308082523_ac7bfd3e76.jpg,photographer695,Persian Lady Saltburn Cottage Teeside July 1980 001,All Rights Reserved,,1980
213432714,1968,01-08-1968 00:00,4,https://farm1.staticflickr.com/75/213432714_f9eb628092.jpg,srivard72,K011,All Rights Reserved,,1968
6796423310,1946,01-01-1946 00:00,4,https://farm8.staticflickr.com/7178/6796423310_28c781caee.jpg,PeaceLoveScoobie,WWII AIF POW Pte Roy Thomas Cheshire's Day of Return,All Rights Reserved,,1946
15925826322,1939,01-01-1939 00:00,6,https://farm9.staticflickr.com/8615/15925826322_55aaea1ea9.jpg,OSU Special Collections & Archives,Injury to hop roots by Prionus californicus Mots,All Rights Reserved,,1939
14522923654,1937,01-02-1937 13:32,0,https://farm4.staticflickr.com/3838/14522923654_bb0ca0aee7.jpg,ONG Eng-Joo,Dtr_5th_Cheng Peik_1a_Tan Ghee Toon_1937,All Rights Reserved,,1937
8546472765,1992,01-06-1992 00:00,4,https://farm9.staticflickr.com/8110/8546472765_90a8de7a7d.jpg,h willome,Birds!,All Rights Reserved,,1992
3562522904,1995,01-10-1995 00:00,0,https://farm4.staticflickr.com/3398/3562522904_4c438ab870.jpg,dhperry,1995-10-594-train-smrail,All Rights Reserved,,1995
5416478711,1984,01-11-1984 00:00,4,https://farm6.staticflickr.com/5091/5416478711_040c873588.jpg,stenaake,Market Yerevan Armenia 1984,All Rights Reserved,,1984
6147531694,1940,01-09-1940 00:00,4,https://farm7.staticflickr.com/6176/6147531694_5bc5715770.jpg,Upplandsmuseet,PS14797A,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,1940
13903409649,1933,01-01-1933 00:00,6,https://farm8.staticflickr.com/7330/13903409649_3d457d8cb7.jpg,Hendrix College,38,All Rights Reserved,,1933
4810644388,1947,01-01-1947 00:00,6,https://farm5.staticflickr.com/4119/4810644388_2fd5a70a5e.jpg,MarjorieMason,Bob Weaver 1947,All Rights Reserved,,1947
5292845182,1941,01-01-1941 00:00,8,https://farm6.staticflickr.com/5044/5292845182_0cdf572548.jpg,Kenan2,341 Königsberg -  Gruppen- und Turmspeicher 1941,All Rights Reserved,,1941
3089018272,1992,12-03-1992 16:40,0,https://farm4.staticflickr.com/3038/3089018272_f431e1c7e3.jpg,tati_roza,3!,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,1992
4752633946,1967,01-01-1967 00:00,6,https://farm5.staticflickr.com/4095/4752633946_f10c62d097.jpg,tomylees,On the ferry CD1-338,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,1967
5456176336,1974,01-11-1974 00:00,4,https://farm6.staticflickr.com/5056/5456176336_b570ec7a54.jpg,jimmyboyprice,Nov-74,All Rights Reserved,,1974
7718002346,1943,01-07-1943 00:00,4,https://farm9.staticflickr.com/8285/7718002346_5f21999738.jpg,Panzer DB,"Panzerkampfwagen V (7,5 cm Kw.K. 42 L/70) „Panther“ (Sd.Kfz. 171) Ausf. D (Nr. 143)",All Rights Reserved,,1943
5268017054,1935,01-07-1935 00:00,4,https://farm6.staticflickr.com/5241/5268017054_6d3a01bd52.jpg,Piedmont Fossil,Bridge in Germany,All Rights Reserved,,1935
13745271903,1979,01-05-1979 00:00,4,https://farm8.staticflickr.com/7371/13745271903_f4a920a744.jpg,dks-spezial,1979 JLV Einbeck 30,All Rights Reserved,,1979
11561731774,1981,01-05-1981 00:00,4,https://farm6.staticflickr.com/5485/11561731774_42e44fa038.jpg,michelhuhardeaux,1981 Dernier TEE Iris entrant au petit matin dans la gare du Quartier Leopold (auj. Gare du Luxembourg),Attribution-ShareAlike License,https://creativecommons.org/licenses/by-sa/2.0/,1981
15032386063,1955,01-01-1955 00:00,8,https://farm4.staticflickr.com/3946/15032386063_488206172d.jpg,Hendrix College,1553,All Rights Reserved,,1955
10566657665,1987,01-03-1987 00:00,4,https://farm4.staticflickr.com/3749/10566657665_eaa659381f.jpg,"Gary Lee Todd, Ph.D.",Illinois Central 3016 (GP40),All Rights Reserved,,1987
10880363443,1940,01-01-1940 00:00,8,https://farm8.staticflickr.com/7419/10880363443_f71d7c49ef.jpg,rptrs,Kanawha-Birdseye view north ca 1940,All Rights Reserved,,1940
9796048244,1930,01-09-1930 00:00,4,https://farm3.staticflickr.com/2858/9796048244_611116c72f.jpg,Don Shearman,Samuel Wood SHB No 63,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,1930
4979214368,1945,01-09-1945 00:00,4,https://farm5.staticflickr.com/4085/4979214368_eee40f4d90.jpg,johntrathome,20. Tale Spin - Issue 2 - Page 18 - Another 48 in Brussels,Attribution-NonCommercial-ShareAlike License,https://creativecommons.org/licenses/by-nc-sa/2.0/,1945
82792777,1947,10-09-1947 06:14,0,https://farm1.staticflickr.com/43/82792777_c716486bcb.jpg,vholifield,Flieg Wedding,All Rights Reserved,,1947
3744218095,1989,02-04-1989 00:00,0,https://farm3.staticflickr.com/2580/3744218095_741d1021c8.jpg,Dick Leonhardt,19890402S-a26  Kowloon  Hong Kong  2 Apr 1989,All Rights Reserved,,1989
8644805968,1947,01-12-1947 00:00,4,https://farm9.staticflickr.com/8121/8644805968_b0f5c33e01.jpg,lairdascott,Larry and Dickie Scott - December 1947,All Rights Reserved,,1947
5475985573,1946,01-01-1946 00:00,6,https://farm6.staticflickr.com/5012/5475985573_1b11f62e79.jpg,The Library of Congress,"[Portrait of Dave Tough, Eddie Condon's, New York, N.Y., ca. Sept. 1946] (LOC)",No known copyright restrictions,https://www.flickr.com/commons/usage/,1946
5163973471,1950,01-01-1950 00:00,6,https://farm5.staticflickr.com/4153/5163973471_a6555307a5.jpg,Hendrix College,Historical - Hulen Hall - 1950,All Rights Reserved,,1950
2451376686,1984,01-07-1984 00:00,4,https://farm3.staticflickr.com/2124/2451376686_7217594827.jpg,ST_Lawson,Geneseo Knights 1984,All Rights Reserved,,1984
539939801,1939,01-09-1939 00:00,4,https://farm2.staticflickr.com/1040/539939801_663e60f311.jpg,kocojim,"Strange Stories, Pulp Magazine - 1939 Feb",All Rights Reserved,,1939
16830371146,1958,04-04-1958 00:00,0,https://farm8.staticflickr.com/7646/16830371146_0afc1d40ab.jpg,SMU Central University Libraries,"[Missouri-Kansas-Texas, Business Car No. 400]",No known copyright restrictions,https://www.flickr.com/commons/usage/,1958
20375991429,1976,01-01-1976 00:00,6,https://farm6.staticflickr.com/5698/20375991429_b1846e8a7f.jpg,Gertrud K.,~ 1976,All Rights Reserved,,1976
21696744941,1955,01-01-1955 00:00,6,https://farm6.staticflickr.com/5672/21696744941_e34f32a16f.jpg,Clanger's England,Tudor Accessories,All Rights Reserved,,1955
3380112717,1955,01-05-1955 00:00,4,https://farm4.staticflickr.com/3546/3380112717_ab7af8cb1d.jpg,Millie Motts,brown shoes,All Rights Reserved,,1955
9348712958,1930,01-06-1930 00:00,4,https://farm8.staticflickr.com/7365/9348712958_0ac125f247.jpg,maitland.city library,"Walli House, East Maitland, N.S.W., 1930 flood",All Rights Reserved,,1930
5226492609,1958,01-01-1958 00:00,8,https://farm6.staticflickr.com/5161/5226492609_8637dcab77.jpg,GlynnsPhotography.com,img360,All Rights Reserved,,1958
4843145115,1946,01-01-1946 00:00,6,https://farm5.staticflickr.com/4089/4843145115_1e63680d5f.jpg,The Library of Congress,"[Portrait of Slam Stewart, Three Deuces(?), New York, N.Y., ca. Sept. 1946] (LOC)",No known copyright restrictions,https://www.flickr.com/commons/usage/,1946
4687239478,1951,04-12-1951 23:18,0,https://farm5.staticflickr.com/4005/4687239478_2120f30678.jpg,The Cardboard America Archives,"North on Pryor from Wall St. - Atlanta, Georgia",All Rights Reserved,,1951
6889424365,1993,03-11-1993 14:35,0,https://farm8.staticflickr.com/7193/6889424365_c243e61611.jpg,srv007,Group Photo ... 3rd Nov 1993,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,1993
22512007133,1933,01-07-1933 00:00,4,https://farm6.staticflickr.com/5821/22512007133_5b20c75ac5.jpg,79991232@N00,Page 29,No known copyright restrictions,https://www.flickr.com/commons/usage/,1933
14429905843,1958,01-01-1958 00:00,8,https://farm4.staticflickr.com/3858/14429905843_6631d05dc7.jpg,Ereiss1,"Barbecue at Irwin Elementary School, 1958",All Rights Reserved,,1958
4423987294,1992,01-10-1992 00:00,4,https://farm3.staticflickr.com/2724/4423987294_89050ddbfd.jpg,lreed76,"Talking to the soccer team, 1992",All Rights Reserved,,1992
22902068049,1957,01-01-1957 00:00,8,https://farm6.staticflickr.com/5763/22902068049_1b6380c335.jpg,53A Models,"c.1957 - Lichfield City, Staffordshire.",All Rights Reserved,,1957
9051533454,1992,01-05-1992 00:00,4,https://farm3.staticflickr.com/2839/9051533454_0026f3aec6.jpg,Jan Peter van der Veer,Vlissingen 1992 NS SGM,All Rights Reserved,,1992
5252334787,1965,01-01-1965 00:00,6,https://farm6.staticflickr.com/5287/5252334787_7a41ddccd0.jpg,pjern,Trombone!,All Rights Reserved,,1965
997018779,1970,01-04-1970 00:00,4,https://farm2.staticflickr.com/1163/997018779_438de6f55e.jpg,henkboshuijer,1970_Henk portret,All Rights Reserved,,1970
5310276401,1985,01-08-1985 00:00,4,https://farm6.staticflickr.com/5083/5310276401_10cacf2a3c.jpg,Don Hudson,"Lejuste cottage near Evart, MI  1985",All Rights Reserved,,1985
2565563136,1969,01-02-1969 00:00,4,https://farm4.staticflickr.com/3084/2565563136_24fd158387.jpg,"ndpa / s. lundeen, archivist",021869 17 01B,All Rights Reserved,,1969
289473105,1953,01-01-1953 00:00,0,https://farm1.staticflickr.com/118/289473105_83d8365cb2.jpg,YlvaS,Barnens dag 1953 Västerås Sweden,Attribution-NonCommercial-NoDerivs License,https://creativecommons.org/licenses/by-nc-nd/2.0/,1953
5104564231,1946,01-01-1946 00:00,6,https://farm2.staticflickr.com/1049/5104564231_244192468f.jpg,The Library of Congress,"[Portrait of Andy Russell, New York, N.Y.(?), ca. July 1946] (LOC)",No known copyright restrictions,https://www.flickr.com/commons/usage/,1946
1604775341,1997,09-02-1997 15:42,0,https://farm3.staticflickr.com/2142/1604775341_8d458cfba9.jpg,Pat Sharp,sc 140297 balcony van hool coach park1,All Rights Reserved,,1997
3935546422,1998,01-09-1998 00:00,4,https://farm3.staticflickr.com/2567/3935546422_659814b01a.jpg,Sneebly,BNSF 2551 W Leaving DeSoto KS 9/6/98,All Rights Reserved,,1998
21971233260,1988,08-12-1988 11:54,0,https://farm1.staticflickr.com/642/21971233260_5f6a15cd4b.jpg,!pete,IMG_0010-5.jpg,All Rights Reserved,,1988
6928392027,1975,05-04-1975 00:00,0,https://farm8.staticflickr.com/7199/6928392027_31b3f8f065.jpg,David Rostance,"Fowler's Park, Wolverhampton, April 1975",All Rights Reserved,,1975
20485615924,1945,01-11-1945 00:00,4,https://farm6.staticflickr.com/5643/20485615924_86c9183446.jpg,Archives photographiques du MRU,Orléans : chantier de l'îlot n°4 en novembre 1945,All Rights Reserved,,1945
5980966245,1933,01-01-1933 00:00,6,https://farm7.staticflickr.com/6024/5980966245_899d48e35d.jpg,Upplandsmuseet,SAF2059,Attribution License,https://creativecommons.org/licenses/by/2.0/,1933
3036232277,1977,01-12-1977 00:00,4,https://farm4.staticflickr.com/3238/3036232277_4a9e6a249c.jpg,jddorren08,"1977.03-14a Shushtar 1977, mills شوشتر",All Rights Reserved,,1977
17097400256,1995,09-04-1995 12:00,0,https://farm9.staticflickr.com/8827/17097400256_e9b2d45680.jpg,Blue-pelican-railway,"Hinton Admiral station (2), 1995",All Rights Reserved,,1995
